season,week,game_id,team,side,roof_class,plays_all,epa_all,epa_pass,epa_rush,success_rate,no_huddle_rate,shotgun_rate,pass_plays,rush_plays,pass_exp_20,rush_exp_10
2005,2,2005_02_CLE_GB,CLE,AWAY,OUTDOOR,56,0.32741227579702226,0.6731100525174822,-0.2443954912437634,0.5,0.0,0.17857142857142858,35,22,3,0
2005,2,2005_02_WAS_DAL,DAL,HOME,OUTDOOR,67,-0.04427766480914025,0.0393036646082213,-0.15379802749395885,0.3283582089552239,0.0,0.23880597014925373,38,29,3,0
2005,2,2005_02_SD_DEN,DEN,HOME,OUTDOOR,68,-0.10955016917603858,-0.07468530449063279,-0.17881725957760444,0.45588235294117646,0.0,0.17647058823529413,43,26,2,2
2005,2,2005_02_DET_CHI,DET,AWAY,OUTDOOR,65,-0.4240158356251553,-0.4286890962005903,-0.4108207469415741,0.3384615384615385,0.0,0.16923076923076924,48,17,2,0
2005,2,2005_02_CLE_GB,GB,HOME,OUTDOOR,76,0.18021431746647545,0.3128485552345713,0.007900859903672645,0.5263157894736842,0.0,0.013157894736842105,48,29,6,2
2005,2,2005_02_PIT_HOU,HOU,HOME,OUTDOOR,60,-0.06438244920379171,-0.11800945182330906,0.07029420820996166,0.38333333333333336,0.0,0.31666666666666665,40,25,3,3
2005,2,2005_02_JAX_IND,IND,HOME,INDOOR,66,-0.037536468032295954,-0.16468354607267038,0.05615085262903258,0.3484848484848485,0.015151515151515152,0.25757575757575757,28,38,1,3
2005,2,2005_02_JAX_IND,JAX,AWAY,INDOOR,58,-0.09193775873502781,-0.18402093359165722,0.02883102201546232,0.39655172413793105,0.017241379310344827,0.4482758620689655,36,24,4,3
2005,2,2005_02_KC_OAK,KC,AWAY,OUTDOOR,66,0.13799525127097062,0.20708693304296696,0.07848660343819681,0.45454545454545453,0.0,0.06060606060606061,33,34,2,4
2005,2,2005_02_STL_ARI,LA,AWAY,OUTDOOR,56,-0.014210285785208856,-0.03707494614098002,0.021126007491892033,0.375,0.0,0.07142857142857142,34,22,3,5
2005,2,2005_02_SD_DEN,LAC,AWAY,OUTDOOR,53,-0.13122429648185815,-0.234177716887267,-0.006822246825322509,0.37735849056603776,0.0,0.09433962264150944,29,24,2,2
2005,2,2005_02_KC_OAK,LV,HOME,OUTDOOR,56,-0.0072987809710736784,0.023640737558404606,-0.009048277610226682,0.4107142857142857,0.0,0.03571428571428571,39,19,3,2
2005,2,2005_02_MIA_NYJ,MIA,AWAY,OUTDOOR,64,-0.07213457697798731,-0.10713534689832317,0.017311835040648777,0.40625,0.0,0.328125,46,18,2,0
2005,2,2005_02_MIN_CIN,MIN,AWAY,OUTDOOR,61,-0.20650285937380594,-0.23266257861784348,-0.0977926863623517,0.5245901639344263,0.3114754098360656,0.6557377049180327,48,14,3,2
2005,2,2005_02_NE_CAR,NE,AWAY,OUTDOOR,66,-0.1149334382657385,-0.06004030242562294,-0.28647448776609963,0.3484848484848485,0.0,0.5,50,16,3,1
2005,2,2005_02_NYG_NO,NO,HOME,OUTDOOR,70,-0.04174059166439942,0.11330910086631775,-0.35122453912415286,0.37142857142857144,0.0,0.44285714285714284,50,22,7,0
2005,2,2005_02_NYG_NO,NYG,AWAY,OUTDOOR,56,0.16463727368474274,0.268114668028108,0.05349488716779484,0.44642857142857145,0.0,0.19642857142857142,29,27,2,2
2005,2,2005_02_MIA_NYJ,NYJ,HOME,OUTDOOR,67,0.014023043771288287,0.2608069231112798,-0.22550248617635055,0.3582089552238806,0.0,0.11940298507462686,33,34,3,3
2005,2,2005_02_SF_PHI,PHI,HOME,OUTDOOR,70,0.4122779818517821,0.7512952107481841,-0.06702223831209643,0.6,0.0,0.11428571428571428,41,29,8,5
2005,2,2005_02_PIT_HOU,PIT,AWAY,OUTDOOR,55,0.29436479610475624,0.7324644019422324,-0.020519295590929687,0.4909090909090909,0.0,0.16363636363636364,23,32,4,3
2005,2,2005_02_ATL_SEA,SEA,HOME,OUTDOOR,70,0.12412172416890306,0.10523004876449704,0.14812296361196786,0.45714285714285713,0.0,0.0,39,32,4,8
2005,2,2005_02_SF_PHI,SF,AWAY,OUTDOOR,47,-0.4692106760562734,-0.6098503455519676,-0.22102302400504842,0.2978723404255319,0.0,0.3191489361702128,30,17,0,1
2005,2,2005_02_BUF_TB,TB,HOME,OUTDOOR,62,0.06539554534960658,0.022429315838962793,0.09253211135632898,0.4032258064516129,0.0,0.0,24,38,1,4
2005,2,2005_02_BAL_TEN,TEN,HOME,OUTDOOR,65,-0.16734890828912075,-0.018860476998946607,-0.3842104607158237,0.26153846153846155,0.03076923076923077,0.0,39,27,2,3
2005,2,2005_02_WAS_DAL,WAS,AWAY,OUTDOOR,68,-0.004254057661027592,0.0854641915825398,-0.15324002530425787,0.38235294117647056,0.0,0.45588235294117646,46,25,5,2
2005,3,2005_03_ARI_SEA,ARI,AWAY,OUTDOOR,60,-0.13950778864479313,-0.15074653356767645,0.028825140425137112,0.35,0.05,0.3333333333333333,41,21,2,4
2005,3,2005_03_ATL_BUF,ATL,AWAY,OUTDOOR,62,0.2836444991520576,0.4614507550757159,0.268140368615136,0.46774193548387094,0.016129032258064516,0.06451612903225806,34,33,3,9
2005,3,2005_03_ATL_BUF,BUF,HOME,OUTDOOR,66,-0.09398004186875893,-0.20307882604273883,0.11303799216236388,0.4090909090909091,0.06060606060606061,0.18181818181818182,33,35,0,5
2005,3,2005_03_CAR_MIA,CAR,AWAY,OUTDOOR,69,0.06711123154863068,0.2054752104504164,-0.16172150278893802,0.42028985507246375,0.0,0.028985507246376812,43,26,5,0
2005,3,2005_03_CIN_CHI,CHI,HOME,OUTDOOR,70,-0.3742412561018552,-0.48366445533576463,-0.21010645725099103,0.3142857142857143,0.0,0.05714285714285714,42,28,1,2
2005,3,2005_03_CIN_CHI,CIN,AWAY,OUTDOOR,56,-0.026497442512274056,0.0962346222783838,-0.1691995036451082,0.2857142857142857,0.0,0.125,28,29,2,1
2005,3,2005_03_CLE_IND,CLE,AWAY,INDOOR,57,-0.039500041619727484,-0.05633732391630902,-0.014610146050867827,0.38596491228070173,0.017543859649122806,0.17543859649122806,34,23,2,2
2005,3,2005_03_DAL_SF,DAL,AWAY,OUTDOOR,73,0.1230761928305234,0.3346133516593413,-0.09619613165656725,0.4657534246575342,0.0,0.0684931506849315,44,30,6,2
2005,3,2005_03_KC_DEN,DEN,HOME,OUTDOOR,55,0.26535911295901643,0.3314136780798435,0.2086660254539715,0.43636363636363634,0.0,0.01818181818181818,20,36,2,7
2005,3,2005_03_TB_GB,GB,HOME,OUTDOOR,52,-0.0339438863671743,0.2438012052859579,-0.3310801613330841,0.40384615384615385,0.0,0.23076923076923078,28,25,3,3
2005,3,2005_03_CLE_IND,IND,HOME,INDOOR,55,0.14111982831223444,0.46491238981485367,-0.12870730627328159,0.5454545454545454,0.0,0.16363636363636364,25,30,3,2
2005,3,2005_03_JAX_NYJ,JAX,AWAY,OUTDOOR,76,-0.07775867112765186,-0.022578865409858765,-0.09658069187339316,0.32894736842105265,0.0,0.32894736842105265,31,47,3,5
2005,3,2005_03_KC_DEN,KC,AWAY,OUTDOOR,73,-0.04033073517557693,-0.0019156366002325918,-0.12938391823660245,0.3424657534246575,0.0,0.3424657534246575,51,22,5,2
2005,3,2005_03_TEN_STL,LA,HOME,INDOOR,55,-0.24244386942591517,-0.09406597212849495,-0.5601404765620828,0.5454545454545454,0.0,0.10909090909090909,36,20,5,5
2005,3,2005_03_NYG_SD,LAC,HOME,OUTDOOR,57,0.4829495416365956,0.5775166557480892,0.41417345864641847,0.5614035087719298,0.0,0.07017543859649122,24,33,3,6
2005,3,2005_03_OAK_PHI,LV,AWAY,OUTDOOR,66,0.11989389210374969,0.3698960068739123,-0.41582492526088444,0.3787878787878788,0.0,0.030303030303030304,45,21,6,1
2005,3,2005_03_CAR_MIA,MIA,HOME,OUTDOOR,64,0.03679434399236925,0.0068877901349748884,0.07288846071681072,0.328125,0.0,0.234375,35,29,2,1
2005,3,2005_03_NO_MIN,MIN,HOME,INDOOR,75,0.06590064798792203,0.1532644365321506,-0.04095740336924791,0.4,0.0,0.29333333333333333,44,36,4,3
2005,3,2005_03_NE_PIT,NE,AWAY,OUTDOOR,74,0.0007742037996649742,0.09063210228288715,-0.13101738064239424,0.4864864864864865,0.0,0.1891891891891892,44,30,4,0
2005,3,2005_03_NO_MIN,NO,AWAY,INDOOR,58,-0.07875629448620923,-0.1455307907265861,0.11884719473309815,0.3620689655172414,0.0,0.017241379310344827,41,20,4,5
2005,3,2005_03_NYG_SD,NYG,AWAY,OUTDOOR,73,0.14838956431039188,0.3641291728082041,-0.21977231781119885,0.4520547945205479,0.0,0.2054794520547945,52,23,5,3
2005,3,2005_03_JAX_NYJ,NYJ,HOME,OUTDOOR,54,-0.18651988716037185,-0.27368154929530236,-0.02596284697453181,0.37037037037037035,0.0,0.14814814814814814,31,24,1,2
2005,3,2005_03_OAK_PHI,PHI,HOME,OUTDOOR,75,0.11814183308277279,0.15917797997333424,-0.0012085748215516408,0.49333333333333335,0.0,0.26666666666666666,59,18,3,3
2005,3,2005_03_NE_PIT,PIT,HOME,OUTDOOR,57,0.0032480593705386447,0.1338189509179857,-0.19226616637950594,0.3508771929824561,0.0,0.3684210526315789,36,22,2,3
2005,3,2005_03_ARI_SEA,SEA,HOME,OUTDOOR,71,0.22509397910317588,0.4338938146829605,0.0332238599217522,0.5352112676056338,0.014084507042253521,0.0,34,37,2,5
2005,3,2005_03_DAL_SF,SF,HOME,OUTDOOR,62,0.03275817656709302,0.09188767904654527,-0.014944302737712861,0.46774193548387094,0.0,0.0967741935483871,39,25,2,3
2005,3,2005_03_TB_GB,TB,AWAY,OUTDOOR,71,-0.009224733311525533,-0.04577837744727731,0.020768000338322077,0.43661971830985913,0.0,0.0,32,39,0,3
2005,3,2005_03_TEN_STL,TEN,AWAY,INDOOR,66,-0.20644554676431598,-0.32399908187133925,-0.0007268603270252546,0.5,0.0,0.06060606060606061,42,24,1,1
2005,4,2005_04_SF_ARI,ARI,HOME,OUTDOOR,84,-0.09027668886951037,0.2914459280107381,-0.6239680944777587,0.44047619047619047,0.0,0.0,53,34,5,4
2005,4,2005_04_MIN_ATL,ATL,HOME,INDOOR,64,0.12951161836099345,0.05441237441091626,0.2234158881707117,0.5,0.0,0.140625,27,40,2,8
2005,4,2005_04_NYJ_BAL,BAL,HOME,OUTDOOR,63,-0.21266406762694556,-0.0833284543319182,-0.28460282140544485,0.31746031746031744,0.0,0.07936507936507936,22,42,3,0
2005,4,2005_04_BUF_NO,BUF,AWAY,INDOOR,50,-0.16971542678773402,-0.17882037286957106,-0.027412855268820473,0.34,0.0,0.44,30,23,0,5
2005,4,2005_04_GB_CAR,CAR,HOME,OUTDOOR,60,0.09218503857652346,0.29785140089947604,-0.10021252617720634,0.4166666666666667,0.0,0.03333333333333333,29,31,3,1
2005,4,2005_04_HOU_CIN,CIN,HOME,OUTDOOR,65,0.19125472098015822,0.2788920950871415,0.04154087354739507,0.5076923076923077,0.07692307692307693,0.015384615384615385,41,24,3,2
2005,4,2005_04_DAL_OAK,DAL,AWAY,OUTDOOR,65,0.0024061206441659193,0.13974164820769253,-0.11254276963882148,0.38461538461538464,0.0,0.046153846153846156,34,32,2,1
2005,4,2005_04_DEN_JAX,DEN,AWAY,OUTDOOR,74,0.11703642229297878,0.1625827332609333,0.08233447107929914,0.5405405405405406,0.0,0.02702702702702703,32,42,0,6
2005,4,2005_04_DET_TB,DET,AWAY,OUTDOOR,56,-0.19755230200202537,-0.32595835530332157,-0.0827121277479455,0.32142857142857145,0.0,0.0,35,25,1,2
2005,4,2005_04_GB_CAR,GB,AWAY,OUTDOOR,72,0.08650367785594426,0.1929584494145173,-0.10468176048935245,0.4027777777777778,0.027777777777777776,0.20833333333333334,54,19,5,2
2005,4,2005_04_HOU_CIN,HOU,AWAY,OUTDOOR,56,0.1103742447615202,0.06533623599644864,0.17499399646792724,0.4642857142857143,0.05357142857142857,0.10714285714285714,33,23,1,5
2005,4,2005_04_IND_TEN,IND,AWAY,OUTDOOR,54,0.4905329995262609,1.0090458020567894,-0.11773729694183342,0.5740740740740741,0.2777777777777778,0.3148148148148148,29,26,5,1
2005,4,2005_04_DEN_JAX,JAX,HOME,OUTDOOR,50,-0.23239500373601912,-0.18143625892698764,-0.4262650202621113,0.36,0.0,0.44,40,11,2,0
2005,4,2005_04_PHI_KC,KC,HOME,OUTDOOR,61,-0.08421457521464737,-0.1790168353356421,0.05810169102968993,0.4098360655737705,0.0,0.0,35,27,3,6
2005,4,2005_04_STL_NYG,LA,AWAY,OUTDOOR,78,0.10455509028039299,0.19574605058005545,-0.16136898746093115,0.5,0.0,0.3076923076923077,64,15,4,2
2005,4,2005_04_SD_NE,LAC,AWAY,OUTDOOR,65,0.4307103679730342,1.0496200293015976,0.018103927087325316,0.5692307692307692,0.1076923076923077,0.03076923076923077,26,39,4,4
2005,4,2005_04_DAL_OAK,LV,HOME,OUTDOOR,56,0.08532683265262417,0.09788143308833241,0.07277223221691591,0.4107142857142857,0.0,0.017857142857142856,28,28,3,2
2005,4,2005_04_MIN_ATL,MIN,AWAY,INDOOR,61,-0.18398714694576185,-0.26525707166318013,0.1095242133596912,0.4426229508196721,0.0,0.45901639344262296,46,16,2,2
2005,4,2005_04_SD_NE,NE,HOME,OUTDOOR,55,-0.07284958010370081,-0.14060818639240766,0.07861083395340863,0.45454545454545453,0.18181818181818182,0.4909090909090909,38,17,4,2
2005,4,2005_04_BUF_NO,NO,HOME,INDOOR,69,0.028126317299092592,0.1986614086411216,-0.03373406381579116,0.391304347826087,0.0,0.15942028985507245,33,40,4,4
2005,4,2005_04_STL_NYG,NYG,HOME,OUTDOOR,67,0.3551787636729319,0.3860731262713671,0.309409337601176,0.4626865671641791,0.0,0.2537313432835821,40,27,5,7
2005,4,2005_04_NYJ_BAL,NYJ,AWAY,OUTDOOR,50,-0.3773865991830826,-0.3746220473732267,-0.3838372200727463,0.24,0.0,0.0,35,15,2,0
2005,4,2005_04_PHI_KC,PHI,AWAY,OUTDOOR,67,0.2538064221726425,0.38147462953655226,-0.22950893427644456,0.5223880597014925,0.0,0.029850746268656716,53,14,4,0
2005,4,2005_04_SEA_WAS,SEA,AWAY,OUTDOOR,63,0.21263532074434416,0.2653800972870418,0.1953206799276497,0.5079365079365079,0.0,0.0,42,23,2,3
2005,4,2005_04_SF_ARI,SF,AWAY,OUTDOOR,50,-0.39240811109542845,-0.46369139447405533,-0.18952491994087511,0.32,0.0,0.42,37,13,1,2
2005,4,2005_04_DET_TB,TB,HOME,OUTDOOR,67,-0.12347537015022626,-0.09874189013372296,-0.18308702830902554,0.3283582089552239,0.0,0.0,46,22,4,2
2005,4,2005_04_IND_TEN,TEN,HOME,OUTDOOR,58,0.10535766926176589,0.20378064377499477,0.05412503880889792,0.5344827586206896,0.0,0.0,42,19,1,4
2005,4,2005_04_SEA_WAS,WAS,HOME,OUTDOOR,79,0.1422454866380254,0.39179961274309855,-0.06578727090396942,0.4177215189873418,0.012658227848101266,0.22784810126582278,41,39,1,3
2005,5,2005_05_CAR_ARI,ARI,HOME,OUTDOOR,76,-0.1334838131442666,0.042753866636285595,-0.4513723437708837,0.3684210526315789,0.0,0.0,51,27,7,1
2005,5,2005_05_NE_ATL,ATL,HOME,INDOOR,66,0.11039447203052766,0.10703339161617416,0.03758284034064183,0.4393939393939394,0.0,0.16666666666666666,42,26,5,2
2005,5,2005_05_BAL_DET,BAL,AWAY,INDOOR,76,-0.06342908831644117,-0.10856402511611425,0.12779148736347754,0.4868421052631579,0.13157894736842105,0.39473684210526316,48,30,4,7
2005,5,2005_05_MIA_BUF,BUF,HOME,OUTDOOR,72,-0.05515954239268063,0.13106530699102828,-0.24138439177638954,0.4166666666666667,0.1527777777777778,0.1111111111111111,36,36,1,1
2005,5,2005_05_CAR_ARI,CAR,AWAY,OUTDOOR,58,-0.01775218464899808,0.05088306963443756,-0.10222634376707272,0.46551724137931033,0.0,0.017241379310344827,32,26,2,1
2005,5,2005_05_CHI_CLE,CHI,AWAY,OUTDOOR,64,-0.2990068764484022,-0.3976655876613222,-0.1650267860880404,0.34375,0.0,0.015625,32,33,1,6
2005,5,2005_05_CIN_JAX,CIN,AWAY,OUTDOOR,64,0.034346131957136095,0.010986578770172901,0.051673201127694204,0.453125,0.0,0.125,39,26,2,5
2005,5,2005_05_CHI_CLE,CLE,HOME,OUTDOOR,60,-0.20065429460179682,-0.22764254810172133,-0.14667778760194777,0.38333333333333336,0.0,0.2,40,20,3,3
2005,5,2005_05_PHI_DAL,DAL,HOME,OUTDOOR,85,0.01791068729670609,0.20812846622429787,-0.141480785916033,0.4470588235294118,0.0,0.011764705882352941,40,46,1,6
2005,5,2005_05_WAS_DEN,DEN,HOME,OUTDOOR,52,0.08639124458512434,-0.12882004071165015,0.3188194327056408,0.36538461538461536,0.0,0.019230769230769232,27,25,1,3
2005,5,2005_05_BAL_DET,DET,HOME,INDOOR,65,0.0951087684227297,0.019880484661151623,0.13993309552756114,0.4307692307692308,0.0,0.015384615384615385,29,37,0,3
2005,5,2005_05_NO_GB,GB,HOME,OUTDOOR,58,0.23897210994117155,0.5088582565226862,-0.0178819733014929,0.41379310344827586,0.0,0.22413793103448276,31,28,3,2
2005,5,2005_05_TEN_HOU,HOU,HOME,INDOOR,66,-0.12727572746349103,-0.22804608595807377,0.045583155804446766,0.4090909090909091,0.0,0.030303030303030304,41,28,0,4
2005,5,2005_05_IND_SF,IND,AWAY,OUTDOOR,59,0.20263118631506372,0.40508453976927383,-0.05432883922297221,0.559322033898305,0.0,0.4067796610169492,33,26,1,2
2005,5,2005_05_CIN_JAX,JAX,HOME,OUTDOOR,58,0.027313868515193462,0.03923245834616514,0.009738964282653549,0.46551724137931033,0.0,0.1896551724137931,26,33,2,9
2005,5,2005_05_SEA_STL,LA,HOME,INDOOR,63,0.1415994790870519,0.1411648630367025,0.14277549898799727,0.4603174603174603,0.0,0.09523809523809523,46,17,5,3
2005,5,2005_05_PIT_SD,LAC,HOME,OUTDOOR,62,-0.04221091019890962,-0.043831365555524825,-0.03926462773233652,0.3870967741935484,0.0,0.0967741935483871,40,22,3,1
2005,5,2005_05_MIA_BUF,MIA,AWAY,OUTDOOR,56,-0.0036899397881435497,-0.002025494041542212,-0.006685942132025957,0.44642857142857145,0.03571428571428571,0.35714285714285715,36,20,4,5
2005,5,2005_05_NE_ATL,NE,AWAY,INDOOR,64,0.29672107608348597,0.555735664195655,0.0031712095563610396,0.59375,0.0,0.109375,34,30,5,5
2005,5,2005_05_NO_GB,NO,AWAY,OUTDOOR,66,-0.48637308998767176,-0.6048711628786155,-0.16416764760819766,0.3333333333333333,0.0,0.2727272727272727,42,26,3,4
2005,5,2005_05_TB_NYJ,NYJ,HOME,OUTDOOR,50,0.014105835519731045,0.08968242257833481,-0.08857889645905406,0.42,0.0,0.08,24,27,2,1
2005,5,2005_05_PHI_DAL,PHI,AWAY,OUTDOOR,45,-0.2924128658655617,-0.2781043600391697,-0.3667333989093701,0.26666666666666666,0.0,0.3333333333333333,37,9,3,0
2005,5,2005_05_PIT_SD,PIT,AWAY,OUTDOOR,66,0.15791857562197203,0.25803747942138994,0.09816175149171613,0.4696969696969697,0.0,0.15151515151515152,35,32,4,2
2005,5,2005_05_SEA_STL,SEA,AWAY,INDOOR,72,0.26437054947018623,0.35752496868371964,0.11360879132041225,0.5833333333333334,0.0,0.0,46,27,4,4
2005,5,2005_05_IND_SF,SF,HOME,OUTDOOR,58,-0.4208984436419118,-0.8543725350210744,0.059236297699888904,0.3103448275862069,0.0,0.3275862068965517,31,28,1,4
2005,5,2005_05_TB_NYJ,TB,AWAY,OUTDOOR,71,-0.11856318485568947,-0.148654713605841,-0.10638259172439575,0.4225352112676056,0.0,0.0,48,25,2,1
2005,5,2005_05_TEN_HOU,TEN,AWAY,INDOOR,65,0.13669950282917573,0.42360902270850015,-0.17797545445782523,0.46153846153846156,0.0,0.07692307692307693,34,31,1,2
2005,5,2005_05_WAS_DEN,WAS,AWAY,OUTDOOR,85,0.09466145007925875,0.18191946096351888,-0.08184034320024344,0.47058823529411764,0.0,0.3176470588235294,61,26,3,4
2005,6,2005_06_ATL_NO,ATL,AWAY,INDOOR,57,0.02227095945885307,-0.08745674192905425,0.2519142623200561,0.47368421052631576,0.0,0.14035087719298245,30,33,1,3
